Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
4550000000	25.141	41.696700	38.451	38.790	7.173
4600000000	31.755	43.037442	40.274	40.424	7.416
4650000000	37.816	43.281692	41.882	41.358	9.042
4700000000	45.196	42.818233	43.089	42.582	7.605
4750000000	29.747	41.724678	38.759	38.048	8.767
4800000000	32.353	41.137023	38.851	38.209	7.935
4850000000	23.553	41.492159	39.601	39.698	8.314
4900000000	26.826	43.919598	41.656	41.171	8.004
4950000000	24.410	41.649313	38.252	37.312	7.743
5000000000	17.698	41.351212	38.197	37.287	6.810
5050000000	28.083	40.563232	36.838	36.826	6.954
5100000000	30.195	43.563617	39.620	38.137	7.128
5150000000	28.982	41.987751	38.044	37.666	5.499
5200000000	29.810	38.613132	36.194	35.840	6.561
5250000000	36.067	40.731420	38.744	38.685	7.422
5300000000	37.007	40.957353	39.819	39.715	7.739
5350000000	23.685	40.142111	37.176	36.743	7.186
5400000000	17.368	38.446532	33.188	31.877	7.928
5450000000	26.861	39.549554	36.398	35.073	7.816
5500000000	30.295	39.469935	36.528	35.191	8.737
5550000000	27.407	38.644492	35.107	33.897	7.312
5600000000	28.072	38.050136	33.305	32.526	5.388
5650000000	29.707	37.113527	33.218	32.348	6.415
5700000000	29.498	37.609694	34.304	34.113	6.922
5750000000	29.520	38.114507	34.288	32.856	6.472
5800000000	27.553	37.259716	33.533	32.974	6.392
5850000000	25.431	36.679363	32.566	31.653	6.267
5900000000	25.628	36.957723	32.340	30.965	6.237
5950000000	26.458	36.202178	32.592	31.443	7.152
6000000000	29.990	36.332156	32.934	31.376	6.699
6050000000	28.507	34.662948	31.267	30.725	6.720
6100000000	27.546	35.404379	30.611	29.137	6.462
6150000000	26.966	34.497352	30.529	29.478	6.922
6200000000	28.207	34.659808	30.900	29.913	5.827
6250000000	27.084	32.830844	28.851	27.658	6.138
6300000000	25.724	32.923755	28.164	27.001	6.103
6350000000	27.983	33.097326	29.482	28.319	5.344
6400000000	22.946	32.836613	26.907	25.024	6.715
6450000000	24.946	31.748397	26.884	25.338	5.932
6500000000	24.803	32.083895	27.283	26.249	5.197
6550000000	26.668	32.001046	28.318	27.161	6.300
6600000000	26.130	32.722379	27.832	26.633	5.114
6650000000	24.778	31.065772	26.878	25.262	6.474
6700000000	25.265	29.939854	26.667	25.752	5.717
6750000000	27.224	29.042319	27.831	27.240	6.853
6800000000	27.194	29.590476	27.964	27.341	5.833
6850000000	23.408	28.617518	25.245	24.197	6.562
6900000000	25.356	28.782896	26.316	25.798	4.848
6950000000	25.130	28.194450	26.047	25.516	6.219
7000000000	23.738	28.549148	25.215	24.674	6.628
7050000000	24.210	27.364435	25.042	24.205	6.913
7100000000	23.945	26.204570	24.679	24.113	6.134
7150000000	25.836	25.883172	25.848	25.664	5.777
7200000000	24.826	27.458970	25.483	24.868	5.385
7250000000	23.368	26.891846	24.346	23.374	6.057
7300000000	23.809	25.525866	24.344	23.826	6.096
7350000000	24.741	23.733816	24.454	24.375	6.320
7400000000	23.755	25.052771	24.095	23.844	5.255
7450000000	26.625	26.168164	26.507	26.726	5.463
7500000000	22.591	23.799849	22.909	23.188	4.906
7550000000	21.737	22.392085	21.904	21.680	6.804
7600000000	22.118	22.877959	22.301	22.304	5.228
7650000000	23.593	22.916701	23.418	24.069	7.498
7700000000	20.818	22.050754	21.155	21.429	5.191
7750000000	19.808	20.811339	20.031	19.722	5.307
7800000000	22.071	20.146372	21.568	21.783	5.405
7850000000	21.874	19.824752	21.366	21.668	5.450
7900000000	21.000	19.066568	20.580	20.936	4.570
7950000000	17.405	16.974900	17.279	17.259	5.538
8000000000	13.553	16.376671	14.397	14.073	5.192
8050000000	18.143	16.053923	17.605	18.098	5.234
8100000000	19.342	15.407754	18.045	18.710	5.635
8150000000	15.263	11.669195	13.721	14.380	7.067
8200000000	18.555	10.535635	15.386	16.841	5.600
8250000000	19.921	10.271875	14.413	14.818	6.513
8300000000	15.586	6.367311	11.661	12.920	6.445
8350000000	8.691	2.397845	6.013	6.471	6.311
8400000000	8.336	4.188029	6.428	6.449	7.137
8450000000	16.311	6.512755	10.013	11.435	7.015
8500000000	29.243	9.895692	15.312	16.467	7.438
8550000000	22.131	11.537667	15.791	16.856	7.566
8600000000	23.295	11.955609	16.823	18.516	6.877
8650000000	27.867	13.445689	17.275	17.725	7.445
8700000000	23.900	16.119849	19.749	20.558	7.400
8750000000	24.330	16.523454	20.225	21.307	6.608
8800000000	29.684	18.409656	22.327	23.233	7.813
8850000000	25.942	17.850573	22.006	23.229	7.691
8900000000	27.670	19.416651	23.681	24.760	6.505
8950000000	26.402	20.778334	23.918	25.177	7.491
9000000000	25.424	22.097384	23.694	24.035	6.393
9050000000	27.200	21.151829	24.296	26.193	7.374
9100000000	30.195	22.663826	25.399	25.188	7.111
9150000000	32.298	22.082915	27.086	28.295	6.836
9200000000	30.513	23.462944	27.019	28.108	6.720
9250000000	30.760	23.812819	25.802	26.094	6.620
9300000000	28.539	25.226378	26.544	26.964	7.439
9350000000	27.079	24.724698	26.268	26.367	5.822
9400000000	20.706	24.438897	22.759	22.665	6.828
9450000000	21.317	24.663402	22.835	20.906	7.978
9500000000	23.345	24.649015	24.048	24.884	7.181
9550000000	21.351	24.402906	22.654	21.885	5.612
9600000000	18.837	24.174837	20.856	20.179	5.805
9650000000	15.295	24.919027	19.697	17.685	7.963
9700000000	15.393	24.337219	18.992	17.514	6.800
9750000000	18.044	23.399210	19.932	19.565	5.428
9800000000	19.204	23.440983	20.712	19.322	7.012
9850000000	13.998	20.730298	17.047	16.281	5.725
9900000000	12.719	19.983858	15.710	14.726	6.100
9950000000	8.379	19.263568	12.933	10.982	5.864
10000000000	8.486	16.853518	11.783	10.028	6.769
10050000000	7.091	16.059851	11.138	9.367	7.383
10100000000	3.977	14.444473	8.474	7.473	5.713
10150000000	-3.528	13.820587	6.435	4.062	7.638
10200000000	4.963	11.357178	7.072	6.185	5.546
10250000000	3.436	11.437049	5.749	4.798	4.722
10300000000	-2.145	12.708535	4.114	2.646	5.447
10350000000	-3.246	12.058129	4.557	2.639	6.130
10400000000	-5.541	13.712434	6.423	4.531	6.860
10450000000	7.013	15.765988	10.777	8.984	6.642
10500000000	5.711	15.067084	10.055	9.312	6.249
10550000000	-6.460	12.747445	7.755	7.081	7.046
10600000000	7.964	11.472235	10.213	9.815	7.888
10650000000	3.494	8.115961	6.784	6.783	7.597
10700000000	13.126	7.437828	8.314	9.005	7.261
10750000000	14.596	11.763168	12.119	12.499	7.484
10800000000	15.032	13.762272	14.057	13.970	9.812
10850000000	14.199	13.665408	13.836	13.122	6.873
10900000000	11.578	15.101974	14.004	14.475	7.640
10950000000	20.721	18.290093	18.996	19.775	7.896
11000000000	17.220	18.546045	18.023	17.290	6.954
11050000000	19.275	18.400483	18.790	18.763	7.161
11100000000	13.454	20.018526	17.682	17.031	7.529
11150000000	16.961	19.943999	19.020	18.782	8.207
11200000000	18.030	21.301258	19.982	19.538	7.103
11250000000	8.929	20.110663	16.002	15.248	6.307
11300000000	14.940	18.503025	16.884	16.684	6.777
11350000000	16.249	20.553704	18.834	19.302	6.415
11400000000	7.184	21.119398	17.493	17.188	7.245
11450000000	15.931	21.666326	19.167	19.246	7.961
11500000000	16.192	20.667875	18.240	17.446	6.444
11550000000	10.904	21.347196	17.842	16.549	7.010
11600000000	15.982	21.581036	19.132	18.456	8.514
11650000000	11.163	22.389574	17.323	16.473	5.588
11700000000	12.283	21.318220	16.599	15.111	6.027
11750000000	11.419	22.256522	16.413	14.851	5.806
11800000000	9.212	21.762173	16.578	15.598	7.191
11850000000	6.208	21.455441	15.155	12.708	8.396
11900000000	6.609	21.974332	14.096	12.889	6.516
11950000000	10.409	20.648029	14.099	12.030	6.309
12000000000	9.373	19.192440	12.929	11.281	5.263
12050000000	7.516	19.424178	12.204	10.197	6.031
12100000000	9.947	20.297990	13.142	11.287	6.120
12150000000	1.508	20.434220	11.625	9.542	5.668
12200000000	9.049	21.423362	14.126	12.487	5.953
12250000000	9.716	20.610300	14.128	12.320	6.217
12300000000	3.748	20.553020	14.166	13.199	6.378
12350000000	8.879	19.987884	14.838	13.305	7.019
12400000000	11.741	21.167220	16.353	15.417	6.140
12450000000	15.732	20.158443	17.637	17.052	6.201
12500000000	11.147	19.700361	15.311	13.924	7.947
12550000000	13.216	17.802923	15.205	14.608	6.046
12600000000	8.777	18.163926	14.676	14.167	7.302
12650000000	15.894	15.205972	15.569	15.529	8.094
12700000000	11.135	15.200430	13.228	13.375	6.872
12750000000	13.411	13.383837	13.394	13.209	8.281
12800000000	14.718	15.021652	14.890	15.336	6.976
12850000000	17.344	15.143070	16.138	15.999	8.012
12900000000	22.688	13.268173	16.107	16.389	8.123
12950000000	16.527	11.038580	12.763	13.315	7.063
13000000000	16.861	11.974533	13.031	13.822	7.406
13050000000	17.114	11.685462	13.150	13.136	9.820
13100000000	11.477	11.970944	11.848	12.322	5.546
13150000000	10.414	10.398479	10.403	10.838	6.919
13200000000	10.077	9.923840	9.948	10.402	6.982
13250000000	3.763	11.561368	9.079	8.461	6.968
13300000000	13.720	9.336170	10.496	9.489	7.576
13350000000	12.253	7.509987	8.549	8.485	7.520
13400000000	1.900	3.494425	3.110	2.666	7.333
13450000000	4.052	3.836217	3.921	3.611	7.290
13500000000	5.714	4.952588	5.251	4.584	7.339
13550000000	0.645	2.229777	1.637	2.049	7.343
13600000000	0.961	-0.803848	-0.035	-0.231	7.476
13650000000	-2.605	-2.052938	-2.283	-2.321	7.583
13700000000	-3.431	-1.975435	-2.742	-3.425	7.025
13750000000	-6.118	-3.077764	-4.536	-4.969	8.327
13800000000	-6.769	-1.693821	-3.088	-3.541	8.691
13850000000	10.792	0.525153	3.007	3.463	8.485
13900000000	14.032	1.535306	2.716	2.857	7.249
13950000000	14.369	2.030351	4.516	4.052	8.078
14000000000	9.657	1.876826	6.066	7.441	6.021
14050000000	7.818	1.207415	4.277	4.855	6.664
14100000000	0.981	2.017726	1.554	1.222	8.263
14150000000	20.527	2.914210	6.235	6.730	8.756
14200000000	14.281	8.223363	8.992	9.039	7.775
14250000000	10.715	7.264939	8.307	8.144	7.036
14300000000	11.356	6.067570	7.906	8.582	6.251
14350000000	14.189	7.874441	10.338	10.791	7.961
14400000000	24.997	10.286650	14.581	15.093	6.714
14450000000	18.717	11.289943	13.567	13.700	6.707
14500000000	17.337	11.897148	12.767	13.004	6.597
14550000000	23.277	11.383657	13.036	12.526	7.913
14600000000	22.083	14.897673	16.206	16.343	7.295
14650000000	23.597	15.072638	18.663	19.288	7.216
14700000000	19.711	13.828203	16.256	16.285	7.439
14750000000	23.362	13.814813	17.541	18.238	7.670
14800000000	8.750	16.649955	15.649	15.218	7.641
14850000000	8.241	17.158662	15.578	14.421	9.071
14900000000	17.933	17.062977	17.175	16.957	7.179
14950000000	18.099	16.180632	16.664	17.027	6.720
15000000000	17.976	17.429362	17.611	18.174	6.744
15050000000	20.712	18.175613	19.189	19.395	5.353
15100000000	21.994	18.040626	19.515	19.617	7.187
15150000000	12.667	16.294931	15.636	14.907	9.066
15200000000	10.883	16.323806	15.070	15.045	7.353
15250000000	11.542	14.099946	13.363	12.720	8.353
15300000000	6.496	10.927823	9.640	8.800	7.536
15350000000	11.427	14.482185	13.512	13.015	8.837
15400000000	16.741	11.518527	13.073	12.987	7.082
15450000000	15.794	13.964852	14.586	13.685	8.412
15500000000	11.611	17.657757	15.862	15.140	7.222
15550000000	14.457	18.458923	17.373	16.800	7.101
15600000000	17.516	17.666117	17.625	17.366	6.866
15650000000	12.531	16.076282	15.522	15.530	6.484
15700000000	16.140	16.630261	16.443	16.809	7.677
15750000000	3.321	18.015795	15.649	14.902	8.703
15800000000	17.646	18.760867	18.217	17.740	7.126
15850000000	12.752	15.705319	14.777	13.874	7.441
15900000000	15.061	15.909474	15.561	15.861	7.844
15950000000	24.257	16.847678	18.515	19.368	6.803
16000000000	18.290	16.677494	16.950	17.447	8.842
16050000000	17.244	14.467659	15.507	15.208	8.232
16100000000	9.350	14.144627	13.348	13.424	7.662
16150000000	9.100	14.296413	12.781	12.751	6.912
16200000000	13.868	14.274208	14.139	14.864	7.933
16250000000	9.573	12.462166	11.388	10.869	6.607
16300000000	10.610	11.823367	11.497	11.231	6.675
16350000000	11.579	11.746806	11.719	12.448	7.806
16400000000	17.063	10.163845	10.897	10.821	7.408
16450000000	11.331	8.522762	9.077	8.895	8.589
16500000000	3.823	5.909502	5.607	6.202	7.957
16550000000	5.701	5.908793	5.867	5.761	8.121
16600000000	5.394	6.588617	6.226	6.854	7.109
16650000000	3.466	6.367931	5.443	4.833	8.023
16700000000	8.124	7.436393	7.600	8.655	8.633
16750000000	2.338	10.184856	9.040	9.806	8.062
16800000000	11.140	10.440529	10.492	10.308	9.136
16850000000	13.188	12.464675	12.649	11.976	7.262
16900000000	6.012	11.062357	10.532	11.053	7.503
16950000000	10.253	12.015382	11.590	11.586	7.002
17000000000	8.577	12.516852	11.515	11.885	6.872
17050000000	10.186	12.248656	11.831	11.884	8.061
17100000000	9.023	11.739547	11.459	11.872	7.492
17150000000	3.760	11.867392	10.670	10.435	7.374
17200000000	16.557	12.549211	13.296	13.637	7.347
17250000000	1.233	11.547665	10.461	10.879	8.760
17300000000	8.145	11.896347	10.564	10.548	7.859
17350000000	10.678	9.597792	9.818	10.100	8.903
17400000000	12.569	7.249945	7.675	7.929	6.640
17450000000	4.635	8.387075	8.221	8.171	8.352
17500000000	4.799	6.375452	6.367	5.613	7.783
17550000000	-3.448	5.494163	5.096	5.442	7.593
17600000000	4.623	7.337027	7.154	6.578	7.747
17650000000	7.794	9.651299	9.529	8.633	7.769
17700000000	3.378	8.978837	8.171	7.715	7.318
17750000000	8.046	7.693464	7.758	8.579	7.899
17800000000	3.968	5.905326	5.722	5.917	8.087
17850000000	-1.257	3.517205	3.227	3.126	6.789
17900000000	7.983	4.302507	4.326	4.221	7.796
17950000000	9.453	4.835501	5.104	5.163	6.711
18000000000	6.856	3.693820	4.353	4.782	7.964
18050000000	1.075	1.922033	1.820	2.147	7.990
18100000000	0.344	7.809769	6.827	6.574	6.719
18150000000	-3.164	7.640928	6.378	5.827	7.482
18200000000	-4.861	4.379724	2.825	2.046	7.452
18250000000	-13.675	4.125250	-0.025	-0.467	7.202
18300000000	2.395	5.969450	4.298	4.060	6.284
18350000000	-5.527	8.619502	4.844	4.005	7.819
18400000000	-7.386	6.730772	2.005	0.940	6.708
18450000000	5.523	7.524019	7.236	7.820	8.851
18500000000	5.257	10.721687	9.690	9.475	8.724
18550000000	-9.156	11.251041	8.325	8.084	8.095
18600000000	1.213	12.301652	9.986	9.948	6.469
18650000000	1.924	7.823376	6.170	6.209	7.854
18700000000	2.385	6.823981	5.974	6.031	7.175
18750000000	-0.001	9.622324	9.135	9.414	7.814
18800000000	0.016	7.089297	6.348	6.429	7.112
18850000000	-10.884	6.062285	1.659	0.503	7.318
18900000000	-5.439	4.497750	1.655	1.417	7.622
18950000000	-6.000	6.154678	3.308	2.747	6.814
19000000000	-5.804	6.998507	4.619	4.492	7.368
19050000000	-2.508	5.479411	2.828	1.384	6.972
19100000000	-1.334	4.498288	1.641	1.028	7.503
19150000000	-8.576	5.033301	0.635	-0.884	6.576
19200000000	2.775	6.697955	5.178	4.881	8.445
19250000000	-5.502	6.991269	3.963	3.596	5.243
19300000000	-0.061	4.801103	3.676	3.673	8.482
19350000000	-24.175	4.170326	0.705	-0.815	7.629
19400000000	-10.059	2.507228	-3.421	-4.441	5.828
19450000000	-6.958	3.865977	-2.677	-4.545	6.558
19500000000	-6.828	5.841834	-1.239	-3.304	7.173
19550000000	-11.792	4.054476	-2.518	-4.080	6.870
19600000000	-10.940	6.709576	-1.175	-2.748	5.175
19650000000	-4.942	11.112061	4.148	2.722	5.475
19700000000	-5.119	11.323040	4.274	2.768	5.889
19750000000	-4.740	10.550112	3.632	1.738	6.853
19800000000	-2.825	11.094029	3.996	2.778	5.153
19850000000	5.176	14.343567	8.914	7.412	6.256
19900000000	4.504	14.487932	8.594	7.221	5.934
19950000000	-20.608	13.418327	7.387	6.472	6.088
20000000000	-3.451	12.985035	6.669	4.889	6.893
