Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
17400000000	4.280	0.715303	1.049	1.136	6.740
17450000000	-3.530	3.436517	2.973	3.183	8.589
17500000000	-16.745	4.351155	2.326	2.218	7.798
17550000000	-15.033	3.416437	0.473	0.148	7.119
17600000000	-13.219	1.850577	-2.200	-2.931	7.630
17650000000	-8.791	2.451683	0.250	0.183	8.998
17700000000	-8.442	3.689418	0.282	-0.339	7.159
17750000000	-11.007	3.648800	-4.357	-6.039	6.124
17800000000	-19.511	1.733225	-8.734	-11.006	6.540
17850000000	-21.175	1.584373	-7.150	-8.519	5.605
17900000000	-24.155	4.518291	-4.463	-5.954	6.435
17950000000	-13.834	4.129257	-4.087	-5.785	5.781
18000000000	-7.568	3.846195	-2.687	-3.961	5.795
18050000000	-9.655	4.353958	-1.286	-2.587	6.313
18100000000	-8.151	8.114373	2.940	2.621	8.071
18150000000	-10.310	8.702201	3.381	2.060	6.729
18200000000	-1.554	8.291992	6.520	5.950	8.461
18250000000	-3.590	10.180457	8.095	8.419	6.766
18300000000	5.450	10.143949	7.800	7.886	6.602
18350000000	-7.262	10.524419	4.214	2.652	6.564
18400000000	-9.086	8.435162	1.107	-0.412	6.014
18450000000	-6.324	10.475910	2.350	0.797	5.948
18500000000	-7.702	9.532575	1.388	-1.051	6.528
18550000000	-18.903	6.244305	0.354	-0.829	7.008
18600000000	-10.159	5.110141	0.425	-0.176	6.313
18650000000	-6.940	4.325526	-0.423	-1.222	6.530
18700000000	-8.922	3.806058	-1.185	-2.185	6.709
18750000000	-14.913	6.259420	1.652	1.687	7.738
18800000000	-8.670	7.798967	3.072	2.519	7.118
18850000000	-14.362	6.945327	-0.732	-2.382	6.513
18900000000	-9.914	8.589986	-0.596	-2.575	6.359
18950000000	-15.390	4.985629	-3.756	-5.240	5.383
19000000000	-18.815	4.813983	-5.303	-7.024	5.378
19050000000	-11.886	4.982183	-4.348	-7.317	6.291
19100000000	-7.820	7.737079	-3.229	-5.378	6.008
19150000000	-15.411	7.520250	-4.680	-7.112	5.704
19200000000	-6.492	8.461038	-1.383	-3.641	6.050
19250000000	-16.386	7.971957	-4.421	-5.868	4.390
19300000000	-14.963	8.257525	-6.648	-9.407	5.903
19350000000	-35.378	6.661969	-8.055	-10.765	6.272
19400000000	-16.350	4.911837	-8.833	-10.778	4.924
19450000000	-14.018	4.271570	-9.161	-11.615	6.065
19500000000	-16.953	3.750776	-10.778	-13.395	6.618
19550000000	-21.237	1.049577	-11.236	-13.533	6.103
19600000000	-19.309	0.256680	-9.308	-11.219	5.109
19650000000	-18.457	0.651343	-8.950	-10.755	5.213
19700000000	-20.587	2.225088	-10.552	-12.723	5.599
19750000000	-17.616	3.325511	-8.638	-11.113	5.998
19800000000	-14.376	4.899588	-7.029	-8.780	4.936
19850000000	-7.565	4.194486	-3.443	-5.399	5.701
19900000000	-8.586	4.007210	-4.139	-5.849	5.780
19950000000	-37.359	2.685736	-8.466	-10.284	5.535
20000000000	-22.310	1.891433	-11.329	-13.926	6.597
