Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
13700000000	17.685	23.174154	19.214	17.997	5.474
13750000000	16.258	21.391648	17.350	16.526	4.814
13800000000	18.206	19.570301	18.605	18.248	6.750
13850000000	17.811	20.043439	18.797	18.798	6.694
13900000000	17.056	18.417483	17.539	17.590	7.025
13950000000	15.342	15.208741	15.287	15.390	5.529
14000000000	10.859	12.914182	11.930	12.195	6.907
14050000000	5.706	10.650075	8.458	8.092	6.842
14100000000	8.406	9.976509	9.208	9.274	7.789
14150000000	15.642	12.617615	14.748	15.185	5.890
14200000000	15.214	15.065929	15.178	15.582	5.322
14250000000	14.044	17.714104	14.855	13.983	5.174
14300000000	11.215	18.400613	13.012	11.174	5.808
14350000000	10.958	16.841167	12.528	11.042	6.199
14400000000	5.791	11.956376	8.232	6.920	6.502
14450000000	13.687	13.219567	13.467	13.863	7.412
14500000000	18.837	18.660184	18.763	18.607	5.871
14550000000	27.168	20.609367	24.494	25.330	5.998
14600000000	17.367	24.720312	20.204	18.947	6.208
14650000000	22.221	26.188133	23.231	22.507	5.546
14700000000	21.472	26.766483	22.873	21.548	6.012
14750000000	17.391	29.595223	20.429	17.908	6.828
14800000000	20.287	28.974223	21.499	20.244	4.645
14850000000	22.412	28.009253	23.027	22.479	3.110
14900000000	18.888	26.081322	19.801	18.502	5.065
14950000000	14.274	23.130976	16.371	15.196	4.960
15000000000	8.750	17.736199	10.577	9.199	4.610
15050000000	16.593	12.034904	15.097	15.715	5.784
15100000000	16.563	14.880784	16.060	16.079	5.670
15150000000	8.178	9.178514	8.404	8.293	5.073
15200000000	8.475	11.914674	9.220	8.419	4.542
15250000000	15.663	15.485725	15.624	15.483	4.596
15300000000	20.804	20.021559	20.620	20.973	6.090
15350000000	22.116	22.017420	22.090	21.924	5.393
15400000000	20.810	23.895710	21.567	20.915	5.189
15450000000	21.683	24.975388	22.800	22.514	5.885
15500000000	22.182	25.409210	23.227	22.768	5.538
15550000000	25.122	25.976143	25.416	25.262	5.959
15600000000	27.942	25.549944	27.111	27.656	5.950
15650000000	23.820	21.107935	23.121	23.818	6.223
15700000000	21.610	20.022416	21.066	21.079	6.661
15750000000	10.927	13.056198	11.753	11.479	6.283
15800000000	15.796	9.680481	12.774	13.221	7.695
15850000000	17.989	9.333808	12.925	14.206	7.063
15900000000	19.800	15.398281	18.322	20.009	6.965
15950000000	17.594	19.957277	18.343	17.830	5.458
16000000000	22.155	23.041402	22.482	22.115	7.498
16050000000	22.826	24.090919	23.322	22.621	6.657
16100000000	19.419	23.961215	21.311	20.540	6.942
16150000000	19.446	21.570147	20.691	20.252	7.175
16200000000	13.920	20.667508	17.448	17.026	6.954
16250000000	11.010	18.810849	15.171	14.466	6.904
16300000000	10.260	17.878061	13.495	12.618	5.869
16350000000	8.773	20.359883	12.409	11.108	5.184
16400000000	14.132	24.217783	16.292	15.137	4.628
16450000000	13.334	25.434690	18.918	16.825	6.282
16500000000	27.253	26.094236	26.854	26.619	6.230
16550000000	21.550	25.152899	22.847	22.715	5.657
16600000000	18.346	24.121164	20.230	18.897	5.916
16650000000	14.992	21.269854	17.678	17.406	6.101
16700000000	17.298	20.119160	19.114	19.360	8.216
16750000000	24.748	23.424399	23.812	23.804	6.617
16800000000	22.746	25.867107	24.411	23.698	7.457
16850000000	7.707	26.761621	20.016	18.088	6.526
16900000000	12.676	28.098034	19.994	18.305	6.078
16950000000	24.975	28.132000	27.350	28.112	7.367
17000000000	28.327	25.463066	26.966	27.633	6.645
17050000000	13.409	24.630121	19.766	18.424	7.034
17100000000	16.599	26.576863	21.604	20.330	6.543
17150000000	18.099	25.475940	22.716	22.520	7.409
17200000000	23.415	25.726154	25.478	25.596	8.488
17250000000	26.615	26.803700	26.736	27.274	8.674
17300000000	12.033	26.984158	22.700	22.548	6.662
17350000000	14.975	24.450490	18.895	17.681	6.490
17400000000	16.446	25.730795	19.183	17.265	5.806
17450000000	13.073	24.410704	18.816	17.149	6.910
17500000000	6.222	23.978114	17.958	17.159	5.808
17550000000	9.107	18.518808	13.692	12.942	6.425
17600000000	12.018	13.886077	13.067	13.326	7.186
17650000000	-8.721	14.147882	7.314	4.844	6.406
17700000000	-5.067	18.514864	5.821	3.283	5.986
17750000000	2.998	21.055845	10.570	8.767	5.456
17800000000	12.478	20.068604	15.582	14.731	6.143
17850000000	5.109	18.932533	10.718	9.116	5.659
17900000000	-1.317	17.242060	5.868	3.740	5.282
17950000000	-10.770	14.196681	2.329	0.579	5.007
18000000000	2.707	15.617887	7.082	5.210	5.529
18050000000	21.707	17.903946	19.320	19.916	8.204
18100000000	-8.265	15.101093	9.021	7.988	6.613
18150000000	19.555	20.102065	19.761	19.506	6.560
18200000000	16.107	19.911354	18.152	17.638	6.874
18250000000	14.530	22.733270	19.165	18.202	6.807
18300000000	22.523	24.967607	24.521	24.966	8.062
18350000000	19.483	25.031363	22.870	22.849	7.222
18400000000	22.726	24.057298	23.044	22.629	5.012
18450000000	24.430	24.820504	24.540	24.211	5.260
18500000000	31.502	27.661098	30.092	31.053	7.579
18550000000	28.508	27.591254	28.153	27.732	7.394
18600000000	26.116	24.419423	25.590	26.098	6.323
18650000000	25.447	23.096371	24.746	25.352	5.862
18700000000	31.025	24.215794	27.544	28.590	6.708
18750000000	29.727	20.871494	25.761	26.926	5.968
18800000000	17.652	17.984856	17.705	17.837	4.203
18850000000	16.059	16.196896	16.076	16.159	3.381
18900000000	14.341	13.599345	14.244	13.982	3.757
18950000000	14.010	18.611795	14.887	13.813	5.080
19000000000	16.948	19.930409	17.327	16.934	3.296
19050000000	18.229	24.721295	18.910	18.235	3.710
19100000000	24.732	22.893601	24.477	24.740	3.513
19150000000	28.134	19.740568	25.614	27.043	5.064
19200000000	16.923	13.407412	16.129	16.980	6.000
19250000000	15.622	11.468471	14.797	15.612	5.225
19300000000	17.413	13.168955	16.462	17.510	4.849
19350000000	20.406	16.278803	19.538	20.278	4.870
19400000000	22.912	17.491392	21.728	22.907	4.882
19450000000	26.833	14.794416	22.318	24.140	5.677
19500000000	27.870	18.557500	25.504	26.943	4.599
19550000000	28.667	18.959848	26.085	27.630	5.108
19600000000	31.376	17.122831	25.704	27.388	5.749
19650000000	37.817	14.441971	24.155	26.142	5.863
19700000000	23.709	12.445261	20.696	22.385	5.138
19750000000	16.424	9.001940	15.354	16.323	4.493
19800000000	10.648	8.562159	10.369	10.475	3.563
19850000000	11.033	10.388544	10.975	10.969	2.668
19900000000	11.874	11.088300	11.808	11.801	2.867
19950000000	23.711	10.481172	19.568	21.488	5.860
20000000000	20.371	10.962246	18.603	20.429	5.842
