Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
9500000000	17.268	26.594350	22.221	20.801	6.363
9550000000	24.049	24.997088	24.502	24.146	7.004
9600000000	19.651	26.178623	21.848	21.016	6.245
9650000000	19.750	26.530551	22.619	21.948	5.127
9700000000	17.772	26.550924	21.672	20.205	7.931
9750000000	20.429	26.351153	22.836	20.706	7.128
9800000000	19.753	25.236571	21.655	20.858	5.578
9850000000	21.382	25.921627	22.750	21.315	7.001
9900000000	11.753	25.273487	20.449	19.210	6.812
9950000000	22.560	24.325095	23.301	23.403	6.831
10000000000	18.215	24.768639	20.469	19.177	6.256
10050000000	21.238	24.648504	22.358	21.912	4.912
10100000000	22.477	23.214725	22.753	22.093	6.795
10150000000	17.435	21.483770	19.311	18.561	6.078
10200000000	19.910	20.339534	20.083	20.097	7.014
10250000000	19.481	19.567800	19.516	18.884	7.101
10300000000	14.546	19.195200	17.020	16.165	7.642
10350000000	15.501	16.855551	15.888	15.829	6.452
10400000000	11.840	15.458989	13.028	12.412	5.309
10450000000	8.893	14.905819	10.922	9.734	6.798
10500000000	3.016	13.244483	7.397	5.712	6.052
10550000000	2.935	10.109438	4.759	3.171	5.828
10600000000	0.535	7.052315	1.909	0.750	4.798
10650000000	-2.163	7.259054	0.609	-0.621	5.702
10700000000	1.397	8.234676	2.830	1.544	5.007
10750000000	7.549	11.051825	9.264	8.585	7.047
10800000000	16.151	12.284563	14.614	15.186	6.839
10850000000	13.218	13.208222	13.214	13.818	7.344
10900000000	10.602	13.673316	12.296	11.941	7.383
10950000000	12.344	16.023361	13.360	12.770	5.034
11000000000	10.063	16.224284	11.530	10.456	4.941
11050000000	12.264	17.321772	13.135	12.204	4.317
11100000000	13.055	17.668538	14.047	13.559	4.323
11150000000	7.972	18.642837	11.564	10.361	5.981
11200000000	13.595	18.440859	14.454	13.602	4.582
11250000000	11.562	19.227175	12.872	11.615	4.948
11300000000	15.390	19.304458	16.065	15.299	3.816
11350000000	12.619	20.501344	14.499	12.856	5.377
11400000000	12.930	19.891858	14.094	13.442	4.140
11450000000	14.555	21.456209	15.521	14.325	4.233
11500000000	13.956	21.722445	15.189	14.214	4.783
11550000000	13.141	20.968092	14.614	13.555	4.755
11600000000	15.366	21.668274	16.453	15.646	4.587
11650000000	14.878	20.932408	15.712	14.379	5.070
11700000000	17.269	21.356971	17.778	17.112	3.639
11750000000	14.287	22.032396	15.763	14.731	3.871
11800000000	16.150	21.552869	17.060	16.410	4.099
11850000000	14.784	23.288498	16.124	15.017	4.296
11900000000	17.146	21.336821	17.600	17.138	3.275
11950000000	19.176	21.780932	19.429	19.004	3.765
12000000000	19.269	21.644729	19.582	19.135	5.234
12050000000	18.375	22.621957	18.896	18.342	3.603
12100000000	19.661	21.610574	19.876	19.504	3.773
12150000000	19.382	21.703432	19.625	19.271	3.651
12200000000	21.076	20.642220	21.031	21.138	2.813
12250000000	18.666	20.464845	18.935	18.752	3.658
12300000000	20.501	21.619912	20.619	20.593	2.860
12350000000	21.588	21.580498	21.587	21.635	3.418
12400000000	20.278	19.618646	20.191	20.170	3.866
12450000000	20.747	19.595708	20.593	20.859	3.487
12500000000	21.701	20.532097	21.496	21.807	3.925
12550000000	23.647	16.852888	22.404	23.404	4.560
12600000000	22.234	16.404931	21.206	22.195	4.313
12650000000	19.991	16.605825	19.363	19.953	5.048
12700000000	19.393	15.000813	18.662	19.178	3.904
12750000000	18.600	14.794445	17.857	18.477	5.089
12800000000	16.645	14.861462	16.414	16.638	3.789
12850000000	16.632	14.253643	16.297	16.578	3.825
12900000000	14.810	14.339453	14.732	14.826	4.231
12950000000	16.014	12.439562	15.347	15.945	4.375
13000000000	12.699	12.518497	12.670	12.567	4.335
13050000000	15.101	11.623195	14.540	15.089	3.984
13100000000	13.387	11.123985	12.979	13.194	3.687
13150000000	10.537	11.154629	10.677	10.556	5.376
13200000000	14.283	11.302166	13.731	14.145	4.419
13250000000	10.578	10.392436	10.528	10.986	5.440
13300000000	13.640	9.390663	12.579	13.554	5.104
13350000000	10.416	7.566719	9.600	10.387	6.004
13400000000	10.582	5.370929	8.761	9.536	6.315
13450000000	13.018	4.766112	9.153	10.427	6.457
13500000000	8.019	4.945924	6.584	7.216	6.485
13550000000	9.753	3.009063	6.276	7.533	7.451
13600000000	7.427	0.299569	3.171	4.835	7.679
13650000000	8.182	-0.431714	2.317	2.884	8.589
13700000000	18.763	-1.510165	2.268	2.514	7.147
13750000000	14.521	-3.715304	1.088	1.787	6.991
13800000000	5.851	-1.655005	1.863	2.786	7.706
13850000000	0.699	1.120213	0.907	1.247	6.657
13900000000	7.795	1.840802	4.473	5.656	7.902
13950000000	8.807	0.552388	3.569	4.334	7.832
14000000000	6.587	0.942563	2.527	2.310	6.706
14050000000	6.225	0.567246	1.676	2.433	7.365
14100000000	8.018	2.039457	3.792	3.523	7.305
14150000000	8.370	3.541416	6.717	8.014	7.197
14200000000	9.391	4.956853	7.833	9.757	8.149
14250000000	7.694	5.240771	6.807	7.089	6.261
14300000000	5.536	5.320335	5.444	5.498	7.972
14350000000	10.587	8.942007	9.838	9.508	7.310
14400000000	11.184	10.343436	10.687	10.679	7.801
14450000000	10.671	10.550725	10.616	10.722	6.621
14500000000	13.473	10.879871	12.216	12.495	7.105
14550000000	16.733	12.580538	15.314	16.446	6.293
14600000000	14.527	13.781501	14.073	14.453	7.842
14650000000	17.346	14.583833	16.180	16.615	6.615
14700000000	17.338	13.620158	15.492	15.339	7.626
14750000000	14.815	15.325290	15.081	14.696	8.550
14800000000	21.480	15.527914	18.862	19.777	7.557
14850000000	23.822	16.443861	21.233	22.617	5.667
14900000000	19.212	17.301902	18.683	18.846	7.206
14950000000	19.400	17.650611	18.542	19.365	7.725
15000000000	21.206	16.805621	18.929	19.659	6.925
15050000000	22.090	17.403630	20.536	21.069	5.961
15100000000	17.347	17.240680	17.319	17.163	5.210
15150000000	15.359	16.784181	15.669	15.449	4.367
15200000000	13.517	16.262952	14.147	13.302	4.684
15250000000	12.666	15.866652	13.179	12.619	4.092
15300000000	3.978	9.813946	4.744	3.841	3.774
15350000000	8.351	13.898321	9.262	8.217	4.489
15400000000	5.892	11.579315	7.024	6.150	4.482
15450000000	4.390	12.579281	6.343	5.282	4.785
15500000000	11.395	16.053251	12.752	12.073	5.413
15550000000	15.678	18.729225	16.568	16.259	5.238
15600000000	20.235	18.317378	19.593	19.921	5.038
15650000000	24.202	16.686547	21.336	22.626	5.790
15700000000	22.054	15.701318	19.039	19.835	8.443
15750000000	18.215	16.471704	17.349	17.890	6.419
15800000000	21.400	17.420989	19.673	19.948	7.173
15850000000	16.704	15.046806	16.052	17.218	6.762
15900000000	23.237	16.053222	20.278	21.709	6.245
15950000000	20.243	15.947870	18.100	18.620	6.439
16000000000	19.782	15.411536	17.527	17.424	6.971
16050000000	19.062	15.555943	17.212	17.028	7.261
16100000000	12.428	13.756075	13.101	12.347	6.976
16150000000	12.054	13.294447	12.812	12.986	8.117
16200000000	14.975	14.293357	14.483	15.124	7.809
16250000000	10.231	13.668984	12.480	12.350	6.838
16300000000	9.836	12.213528	11.189	11.145	6.178
