Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
200000000	32.862	33.711645	33.533	33.783	9.202
250000000	25.607	30.750720	30.508	29.133	11.220
300000000	33.538	33.272174	33.295	34.812	10.074
350000000	28.700	24.184965	24.912	27.428	10.288
400000000	26.690	23.713899	23.769	23.849	9.075
450000000	11.281	15.866674	15.772	18.109	10.348
500000000	21.860	19.334753	19.444	20.542	9.827
550000000	22.822	22.863854	22.863	22.464	7.969
600000000	15.461	22.276276	21.938	22.917	9.063
650000000	13.805	25.437601	24.990	25.187	7.241
700000000	7.311	24.673899	24.557	25.320	7.628
750000000	23.202	25.972669	25.946	27.311	8.206
800000000	22.526	27.329502	27.208	27.547	8.074
850000000	28.489	27.192162	27.199	27.646	8.631
900000000	32.451	27.038560	27.108	27.302	7.919
950000000	27.970	26.210830	26.226	25.932	8.435
1000000000	26.875	24.886638	24.907	25.181	8.507
1050000000	25.103	26.391270	26.383	26.055	7.657
1100000000	26.648	23.939377	23.956	24.275	6.378
1150000000	26.760	24.308273	24.411	24.931	8.802
1200000000	36.891	25.691046	25.745	25.581	7.687
1250000000	27.708	25.325144	25.411	25.463	8.325
1300000000	25.869	25.453072	25.460	25.058	7.190
1350000000	20.145	24.224655	24.169	23.731	10.311
1400000000	25.232	25.377433	25.377	25.910	7.622
1450000000	30.069	23.972609	24.014	23.700	6.883
1500000000	29.812	24.482399	24.543	23.946	9.273
1550000000	29.309	25.325740	25.383	25.403	7.424
1600000000	16.551	23.876856	23.792	23.917	7.916
1650000000	25.458	24.447602	24.474	24.408	8.016
1700000000	13.361	23.568272	23.501	22.724	7.470
1750000000	39.402	23.079006	23.163	23.863	7.479
1800000000	21.361	24.298176	24.191	24.093	7.464
1850000000	16.579	23.753322	23.717	23.379	7.259
1900000000	22.345	23.259250	23.246	23.121	7.835
1950000000	29.658	23.025995	23.111	23.187	8.589
2000000000	32.349	24.126547	24.144	24.606	7.574
2050000000	18.875	24.436758	24.397	24.174	7.434
2100000000	25.480	24.971443	24.985	25.963	8.745
2150000000	21.581	24.482367	24.414	23.529	7.333
2200000000	16.556	24.836908	24.605	24.859	7.635
2250000000	29.059	24.632868	24.713	24.599	8.944
2300000000	19.135	25.621205	25.344	24.726	6.285
2350000000	21.828	24.304767	24.281	24.265	7.505
2400000000	24.942	26.109619	26.050	27.349	8.230
2450000000	23.482	26.836435	26.800	26.833	9.046
2500000000	29.304	25.401379	25.490	26.365	7.287
2550000000	25.760	26.389673	26.370	26.033	6.897
2600000000	26.384	27.076526	27.069	27.382	7.945
2650000000	40.665	26.755670	26.791	26.777	7.308
2700000000	25.526	27.463869	27.448	27.284	7.776
2750000000	24.502	26.960428	26.885	26.898	6.904
2800000000	32.779	28.996033	29.046	29.508	8.030
2850000000	24.132	27.435503	27.427	27.385	7.435
2900000000	19.761	28.058122	27.994	28.092	7.723
2950000000	40.667	27.661691	27.897	28.798	7.412
3000000000	17.009	28.223260	27.937	28.252	8.099
3050000000	36.838	27.405290	27.514	27.648	8.676
3100000000	32.837	28.531429	28.584	29.017	8.173
3150000000	32.295	29.491483	29.508	29.291	6.957
3200000000	34.505	28.804574	28.818	28.261	6.924
3250000000	26.233	27.923215	27.900	27.627	7.682
3300000000	10.051	28.866890	28.645	28.702	7.118
3350000000	31.354	29.001759	29.051	28.246	7.259
3400000000	36.396	29.449813	29.590	29.949	7.656
3450000000	37.504	29.856523	29.951	30.361	7.391
3500000000	12.370	30.530614	30.407	29.977	7.343
3550000000	31.710	30.682910	30.687	29.734	8.576
3600000000	22.870	30.967094	30.931	31.394	7.702
3650000000	27.378	30.613701	30.504	30.212	7.083
3700000000	42.322	31.091423	31.147	31.439	7.680
3750000000	28.068	31.898731	31.848	31.527	7.714
3800000000	30.281	32.142768	32.131	31.967	6.884
3850000000	25.871	31.213210	31.185	30.299	8.391
3900000000	40.692	31.727629	31.842	30.912	7.573
3950000000	35.333	32.428241	32.440	32.693	6.910
4000000000	30.061	31.769620	31.762	32.601	7.531
4050000000	37.615	31.240049	31.444	31.419	7.377
4100000000	32.309	30.995395	31.018	30.747	7.019
4150000000	23.516	31.939045	31.834	31.843	7.886
4200000000	19.335	31.066311	30.973	31.334	7.696
